id_solicitud,fecha_solicitud,departamento,zona,tipo_beneficio,canal,nivel_educativo_tutor,num_personas_hogar,ingreso_hogar,puntaje_focalizacion,estado_solicitud,gestor_asignado,tiempo_ciclo_dias,fecha_decision,fecha_entrega,costo_atencion,costo_beneficio,permanencia_escolar,transito_educacion_superior,ingreso_hogar_posterior,satisfaccion_servicio
SOL-02059,2025-12-22,La Guajira,Rural,Computador,Digital,Tecnico,5,1423000,35.3,Rechazada,Gestor_01,3,2025-12-25,,15900,,0.0,0.0,,
SOL-02060,2025-10-04,Cesar,Rural,Plan_movil,Presencial,Universitario,4,1571000,23.6,Aprobada,Gestor_03,16,2025-10-20,2025-10-21,27000,197600.0,0.0,0.0,1764000.0,5.0
SOL-02061,2025-08-12,Atlántico,Rural,Plan_movil,Digital,Universitario,6,1544000,33.9,Aprobada,Gestor_07,2,2025-08-14,2025-08-14,16800,279000.0,0.0,1.0,1897000.0,4.0
SOL-02062,2025-01-18,  Cesar  ,Urbano,Plan_movil,Presencial,Secundaria,8,1328000,60.6,Aprobada,Gestor_09,18,2025-02-05,2025-02-09,41500,252000.0,1.0,1.0,1571000.0,5.0
SOL-02063,2025-11-15,Sucre,Rural,Internet,Digital,Secundaria,5,1215000,62.2,Aprobada,Gestor_05,9,2025-11-24,2025-11-25,18000,333700.0,0.0,1.0,1517000.0,4.0
SOL-02064,2026-05-19,Magdalena,Urbano,Computador,Digital,Tecnico,6,1172000,42.1,Aprobada,Gestor_04,6,2026-05-25,2026-05-30,15200,928800.0,1.0,1.0,1254000.0,5.0
SOL-02065,2025-07-07,Atlántico,Urbano,Plan_movil,Presencial,Primaria,6,919000,65.4,Aprobada,Gestor_03,18,2025-07-25,2025-07-27,43200,267000.0,1.0,0.0,909000.0,5.0
SOL-02066,2026-04-14,Sucre,Rural,Plan_movil,Presencial,Secundaria,4,1043000,54.8,Rechazada,Gestor_10,8,2026-04-22,,31100,,1.0,1.0,1137000.0,
SOL-02067,2026-01-16,Atlántico,Urbano,Plan_movil,Presencial,Primaria,4,831000,85.6,Aprobada,Gestor_13,23,2026-02-08,2026-02-11,24700,216400.0,1.0,1.0,976000.0,4.0
SOL-02068,2026-05-09,Bolívar,Urbano,Plan_movil,Presencial,Secundaria,8,1145000,49.3,Aprobada,Gestor_09,16,2026-05-25,2026-05-29,23500,246400.0,1.0,0.0,1282000.0,4.0
SOL-02069,2026-05-23,Atlántico,Urbano,Biblioteca_digital,Presencial,Primaria,2,1216000,88.2,Aprobada,Gestor_14,1,2026-05-24,2026-05-25,35400,60900.0,0.0,,1323000.0,4.0
SOL-02070,2025-09-18,Bolívar,Rural,Internet,Digital,Primaria,7,899000,77.5,Aprobada,Gestor_07,7,2025-09-25,2025-09-28,20000,379700.0,,0.0,985000.0,3.0
SOL-02071,2026-01-10,Sucre,Urbano,Internet,Digital,Secundaria,3,1099000,55.2,Aprobada,Gestor_12,6,2026-01-16,2026-01-19,13300,297500.0,1.0,0.0,1170000.0,4.0
SOL-02072,2026-06-17,Cesar,Urbano,Internet,Digital,Secundaria,5,1462000,44.0,Aprobada,Gestor_07,6,2026-06-23,2026-06-25,18300,403100.0,1.0,0.0,1703000.0,5.0
SOL-02073,2026-03-31,Atlántico,Urbano,Beca,Presencial,Secundaria,4,1211000,45.0,Aprobada,Gestor_14,18,2026-04-18,2026-04-23,24900,2739900.0,1.0,1.0,1443000.0,5.0
SOL-02074,2025-11-02,C�rdoba,Rural,Internet,Digital,Primaria,5,639000,72.2,Aprobada,Gestor_13,7,2025-11-09,2025-11-12,13100,403400.0,1.0,0.0,800000.0,4.0
SOL-02075,2025-07-26,Córdoba,Rural,Plan_movil,Presencial,Secundaria,7,1094000,56.2,Aprobada,Gestor_08,18,2025-08-13,2025-08-20,25700,240600.0,1.0,1.0,1241000.0,4.0
SOL-02076,2025-02-02,Córdoba,Urbano,Computador,Digital,Primaria,7,937000,75.9,Rechazada,Gestor_10,4,2025-02-06,,16000,,0.0,,1000000.0,
SOL-02077,2025-02-28,Bolívar,Urbano,Beca,Digital,Secundaria,8,1080000,73.8,Aprobada,Gestor_01,7,2025-03-07,2025-03-11,6200,2816000.0,1.0,0.0,1062000.0,5.0
SOL-02078,2025-06-28,Magdalena,Urbano,Beca,Digital,Secundaria,6,1215000,64.3,Rechazada,Gestor_11,7,2025-07-05,,21900,,1.0,,1275000.0,
SOL-02079,2026-02-14,Norte de Santander,Rural,Beca,Digital,Secundaria,8,1119000,59.0,Aprobada,Gestor_04,5,2026-02-19,2026-02-26,22000,2438900.0,0.0,1.0,1330000.0,5.0
SOL-02080,2025-04-20,Sucre,Urbano,Computador,Presencial,Tecnico,3,1284000,54.7,Aprobada,Gestor_13,3,2025-04-23,2025-04-27,47800,1055500.0,1.0,,,4.0
SOL-02081,2025-10-09,Atlántico,Rural,Beca,Presencial,Secundaria,2,872000,61.2,Aprobada,Gestor_13,17,2025-10-26,2025-11-05,35800,2765600.0,0.0,0.0,1100000.0,3.0
SOL-02082,2025-01-20,Atlántico,Urbano,Internet,Digital,Tecnico,5,1482000,57.8,Rechazada,Gestor_05,4,2025-01-24,,17400,,1.0,,1442000.0,
SOL-02083,2025-01-27,Magdalena,Rural,Computador,Presencial,Secundaria,3,1077000,54.6,Rechazada,Gestor_05,8,2025-02-04,,36100,,0.0,0.0,1143000.0,
SOL-02084,2025-02-17,Córdoba,Rural,Computador,Presencial,Secundaria,2,998000,50.8,Rechazada,Gestor_01,14,2025-03-03,,22600,,,1.0,1053000.0,
SOL-02085,2025-02-25,Cesar,Urbano,Internet,Digital,Secundaria,5,1580000,44.0,Rechazada,Gestor_03,4,2025-03-01,,13500,,0.0,0.0,,
SOL-02086,2025-07-20,Magdalena,Rural,Beca,Digital,Primaria,3,1107000,74.2,Aprobada,Gestor_02,6,2025-07-26,2025-07-31,16200,2590600.0,0.0,0.0,1239000.0,3.0
SOL-02087,2025-10-29,Atlántico,Urbano,Internet,Presencial,Secundaria,4,1082000,50.1,Rechazada,Gestor_12,15,2025-11-13,,28500,,1.0,0.0,1130000.0,
SOL-02088,2026-05-19,La Guajira,Urbano,Internet,Presencial,Secundaria,5,868000,50.0,Rechazada,Gestor_07,8,2026-05-27,,32000,,1.0,0.0,910000.0,
SOL-02089,2025-12-27,Córdoba,Urbano,Computador,Presencial,Secundaria,3,932000,68.3,Aprobada,Gestor_13,19,2026-01-15,2026-02-01,22200,835100.0,1.0,1.0,,5.0
SOL-02090,2025-03-07,Magdalena,Rural,Beca,Digital,Primaria,7,1170000,61.2,Rechazada,Gestor_14,7,2025-03-14,,19400,,0.0,0.0,,
SOL-02091,2025-02-27,Sucre,Urbano,Beca,Presencial,Primaria,2,872000,75.8,Aprobada,Gestor_05,21,2025-03-20,2025-03-27,29800,2532900.0,1.0,,1067000.0,4.0
SOL-02092,2025-08-05,Norte de Santander,Urbano,Computador,Digital,Universitario,3,1372000,29.3,Rechazada,Gestor_03,4,2025-08-09,,17100,,0.0,,1527000.0,
SOL-02093,2025-05-17,Atlántico,Urbano,Beca,Digital,Secundaria,4,1203000,60.7,Rechazada,Gestor_11,8,2025-05-25,,17600,,1.0,0.0,,
SOL-02094,2026-02-13,Cesar,Urbano,Computador,Presencial,Primaria,8,752000,86.1,Rechazada,Gestor_08,13,2026-02-26,,23700,,1.0,0.0,721000.0,
SOL-02095,2026-03-30,Bolívar,Urbano,Beca,Presencial,Secundaria,5,1032000,53.4,Rechazada,Gestor_01,24,2026-04-23,,28900,,,0.0,1132000.0,
SOL-02096,2025-01-07,Sucre,Urbano,Plan_movil,Presencial,Secundaria,5,937000,71.1,Aprobada,Gestor_01,19,2025-01-26,2025-01-29,38700,230600.0,1.0,,934000.0,4.0
SOL-02097,2025-01-11,Cesar,Rural,Beca,Digital,Tecnico,5,1611000,30.9,Aprobada,Gestor_14,15,2025-01-26,2025-02-01,14800,2531800.0,0.0,1.0,1799000.0,3.0
SOL-02098,2025-05-18,La Guajira,Urbano,Internet,Presencial,Primaria,4,901000,80.2,Aprobada,Gestor_06,14,2025-06-01,2025-06-04,37400,309300.0,0.0,,,5.0
SOL-02099,2026-03-21,Sucre,Urbano,Computador,Digital,Primaria,2,556000,86.8,Aprobada,Gestor_01,2,2026-03-23,2026-03-28,16800,959900.0,0.0,0.0,680000.0,4.0
SOL-02100,2026-06-15,Magdalena,Urbano,Internet,Presencial,Tecnico,5,1579000,12.6,Rechazada,Gestor_04,17,2026-07-02,,34000,,0.0,1.0,1655000.0,
SOL-02101,2024-12-29,Córdoba,Urbano,Computador,Presencial,Primaria,2,868000,74.7,Rechazada,Gestor_06,13,2025-01-11,,32400,,0.0,0.0,761000.0,
SOL-02102,2025-01-13,CESAR,Rural,Internet,Digital,Primaria,3,792000,74.1,Aprobada,Gestor_01,9,2025-01-22,2025-01-22,15300,312900.0,1.0,0.0,873000.0,4.0
SOL-02103,2026-04-08,Atlántico,Rural,Computador,Presencial,Universitario,7,1511000,30.6,Rechazada,Gestor_13,5,2026-04-13,,24100,,1.0,,1390000.0,
SOL-02104,2026-01-30,La Guajira,Urbano,Plan_movil,Digital,Secundaria,7,878000,73.7,Rechazada,Gestor_09,5,2026-02-04,,16100,,0.0,0.0,872000.0,
SOL-02105,2026-06-08,Sucre,Rural,Beca,Presencial,Secundaria,2,1027000,53.9,Rechazada,Gestor_15,24,2026-07-02,,33500,,1.0,0.0,1039000.0,
SOL-02106,2025-01-19,Bolívar,Rural,Plan_movil,Digital,Primaria,2,950000,65.5,Aprobada,Gestor_04,7,2025-01-26,2025-01-26,15100,231000.0,0.0,0.0,1133000.0,5.0
SOL-02107,2025-01-03,Córdoba,Rural,Beca,Digital,Primaria,7,805000,75.6,Aprobada,Gestor_09,6,2025-01-09,2025-01-15,21700,2579400.0,0.0,,978000.0,3.0
SOL-02108,2026-02-08,Córdoba,Urbano,Plan_movil,Digital,Primaria,5,878000,84.0,Aprobada,Gestor_09,5,2026-02-13,2026-02-16,16800,253400.0,1.0,0.0,882000.0,4.0
SOL-02109,2025-05-13,Bolívar,Rural,Beca,Presencial,Tecnico,6,1185000,49.5,Aprobada,Gestor_13,20,2025-06-02,2025-06-11,40000,2250100.0,1.0,1.0,,5.0
SOL-02110,2025-11-09,Norte de Santander,Urbano,Plan_movil,Presencial,Secundaria,6,1194000,60.3,Rechazada,Gestor_06,8,2025-11-17,,37900,,1.0,0.0,,
SOL-02111,2025-04-07,Atlántico,Urbano,Beca,Presencial,Tecnico,4,1538000,43.2,Rechazada,Gestor_13,20,2025-04-27,,36500,,1.0,0.0,1436000.0,
SOL-02112,2025-05-14,atlántico,Urbano,Computador,Presencial,Universitario,8,1666000,13.9,Rechazada,Gestor_07,8,2025-05-22,,41700,,1.0,0.0,1693000.0,
SOL-02113,2026-02-25,Atlántico,Urbano,Plan_movil,Digital,Secundaria,7,1140000,64.7,Aprobada,Gestor_15,1,2026-02-26,2026-02-28,18300,232100.0,1.0,0.0,1382000.0,4.0
SOL-02114,2025-03-23,Córdoba,Urbano,Biblioteca_digital,Presencial,Primaria,7,900000,80.6,Aprobada,Gestor_13,6,2025-03-29,2025-03-31,33700,52400.0,0.0,0.0,934000.0,4.0
SOL-02115,2025-11-12,La Guajira,Urbano,Plan_movil,Presencial,Secundaria,4,1048000,54.5,Rechazada,Gestor_01,28,2025-12-10,,23700,,1.0,,1165000.0,
SOL-02116,2026-04-21,Atlántico,Urbano,Internet,Digital,Universitario,6,1677000,26.3,Aprobada,Gestor_05,13,2026-05-04,2026-05-08,20000,431600.0,1.0,1.0,1692000.0,5.0
SOL-02117,2026-02-25,Magdalena,Rural,Plan_movil,Digital,Tecnico,3,1040000,36.6,Rechazada,Gestor_03,6,2026-03-03,,12000,,0.0,1.0,1218000.0,
SOL-02118,2026-02-16,Cesar,Rural,Plan_movil,Digital,Primaria,5,409000,81.9,Aprobada,Gestor_10,4,2026-02-20,2026-02-21,17300,288900.0,0.0,,462000.0,5.0
SOL-02119,2025-05-06,Atlántico,Urbano,Beca,Presencial,Secundaria,5,1058000,57.1,Aprobada,Gestor_10,12,2025-05-18,2025-05-26,31800,2875400.0,0.0,0.0,,4.0
SOL-02120,2025-03-15,Córdoba,Rural,Beca,Presencial,Secundaria,3,1192000,58.8,Aprobada,Gestor_13,18,2025-04-02,2025-04-08,44900,2197500.0,1.0,0.0,1419000.0,3.0
SOL-02121,2026-03-25,Sucre,Rural,Biblioteca_digital,Presencial,Universitario,3,1527000,35.0,Rechazada,Gestor_06,16,2026-04-10,,33600,,0.0,0.0,,
SOL-02122,2025-05-14,Magdalena,Rural,Plan_movil,Presencial,Primaria,6,946000,77.6,Rechazada,Gestor_04,12,2025-05-26,,37900,,1.0,0.0,1090000.0,
SOL-02123,2025-06-27,Norte de Santander,Urbano,Internet,Presencial,Secundaria,4,883000,64.5,Aprobada,Gestor_15,15,2025-07-12,2025-07-19,32600,398700.0,0.0,0.0,996000.0,4.0
SOL-02124,2026-03-11,Magdalena,Urbano,Plan_movil,Digital,Tecnico,3,1454000,46.4,Rechazada,Gestor_13,1,2026-03-12,,12900,,0.0,0.0,1668000.0,
SOL-02125,2025-01-13,Norte de Santander,Rural,Computador,Presencial,Secundaria,4,1325000,61.6,Aprobada,Gestor_14,5,2025-01-18,2025-01-29,28200,901600.0,0.0,0.0,1776000.0,4.0
SOL-02126,2025-01-16,La Guajira,Urbano,Computador,Presencial,Secundaria,8,977000,61.5,Aprobada,Gestor_13,8,2025-01-24,2025-02-04,28800,905300.0,,1.0,1074000.0,4.0
SOL-02127,2026-03-02,La Guajira,Urbano,Plan_movil,Presencial,Primaria,2,944000,78.6,Aprobada,Gestor_09,16,2026-03-18,2026-03-23,31700,218800.0,1.0,1.0,1084000.0,4.0
SOL-02128,2026-01-17,Atlántico,Urbano,Beca,Presencial,Secundaria,5,1069000,64.0,Aprobada,Gestor_07,23,2026-02-09,2026-02-16,35600,2603600.0,1.0,1.0,1132000.0,5.0
SOL-02129,2026-05-22,Córdoba,Urbano,Computador,Presencial,Secundaria,6,1215000,50.2,Aprobada,Gestor_15,29,2026-06-20,2026-07-03,37200,1010800.0,1.0,0.0,1335000.0,3.0
SOL-02130,2026-02-19,Magdalena,Urbano,Plan_movil,Presencial,Universitario,5,1843000,25.2,Aprobada,Gestor_14,16,2026-03-07,2026-03-11,34100,219700.0,1.0,1.0,,4.0
SOL-02131,2026-03-10,Atlántico,Urbano,Biblioteca_digital,Presencial,Secundaria,6,1149000,58.4,Aprobada,Gestor_15,8,2026-03-18,2026-03-20,38400,61000.0,,0.0,1257000.0,3.0
SOL-02132,2026-06-15,Atlántico,Urbano,Computador,Presencial,Secundaria,2,1183000,63.6,Aprobada,Gestor_04,22,2026-07-07,2026-07-16,28100,987600.0,1.0,1.0,,4.0
SOL-02133,2025-07-24,Cesar,Rural,Internet,Presencial,Secundaria,5,824000,72.8,Rechazada,Gestor_13,15,2025-08-08,,35400,,0.0,0.0,728000.0,
SOL-02134,2025-01-05,Cesar,Rural,Beca,Digital,Primaria,2,999000,68.5,Aprobada,Gestor_11,11,2025-01-16,2025-01-21,19300,2099300.0,0.0,,1135000.0,4.0
SOL-02135,2026-03-04,La Guajira,Urbano,Beca,Presencial,Secundaria,6,1290000,67.0,Rechazada,Gestor_06,9,2026-03-13,,37400,,0.0,0.0,,
SOL-02136,2025-10-31,CÓRDOBA,Rural,Biblioteca_digital,Presencial,Tecnico,3,1219000,40.4,Rechazada,Gestor_02,20,2025-11-20,,27600,,1.0,0.0,1220000.0,
SOL-02137,2025-08-18,atlántico,Urbano,Internet,Digital,Tecnico,8,1216000,56.0,Aprobada,Gestor_14,8,2025-08-26,2025-08-29,16600,424000.0,1.0,1.0,1469000.0,4.0
SOL-02138,2025-12-23,Sucre,Urbano,Computador,Presencial,Secundaria,5,1101000,75.3,Aprobada,Gestor_03,17,2026-01-09,2026-01-26,27300,634700.0,1.0,0.0,1328000.0,4.0
SOL-02139,2026-03-26,Atlántico,Rural,Plan_movil,Digital,Secundaria,2,1241000,46.0,Aprobada,Gestor_15,3,2026-03-29,2026-04-02,16500,205600.0,0.0,0.0,1412000.0,4.0
SOL-02140,2025-09-28,CÓRDOBA,Rural,Beca,Digital,Primaria,7,662000,72.4,Rechazada,Gestor_11,18,2025-10-16,,17200,,0.0,0.0,706000.0,
SOL-02141,2025-12-04,Sucre,Rural,Internet,Presencial,Universitario,5,1708000,11.2,Rechazada,Gestor_07,14,2025-12-18,,22600,,1.0,0.0,1769000.0,
SOL-02142,2025-10-12,Cesar,Urbano,Beca,Digital,Primaria,5,881000,61.5,Rechazada,Gestor_11,9,2025-10-21,,12400,,0.0,0.0,962000.0,
SOL-02143,2025-06-01,La Guajira,Rural,Internet,Digital,Tecnico,5,1263000,32.0,Rechazada,Gestor_12,3,2025-06-04,,18800,,0.0,,1479000.0,
SOL-02144,2025-03-17,Bolívar,Urbano,Plan_movil,Presencial,Secundaria,4,1264000,65.0,Rechazada,Gestor_04,19,2025-04-05,,21100,,1.0,0.0,1427000.0,
SOL-02145,2025-05-05,Magdalena,Rural,Computador,Digital,Universitario,2,1550000,33.5,Aprobada,Gestor_14,6,2025-05-11,2025-05-15,18200,1075200.0,1.0,0.0,2071000.0,4.0
SOL-02146,2026-03-29,Córdoba,Rural,Biblioteca_digital,Presencial,Tecnico,2,1439000,51.4,Rechazada,Gestor_12,11,2026-04-09,,32500,,,0.0,1597000.0,
SOL-02147,2025-05-02,Magdalena,Urbano,Biblioteca_digital,Presencial,Tecnico,5,1125000,49.9,Aprobada,Gestor_10,11,2025-05-13,2025-05-15,27100,49400.0,1.0,0.0,1088000.0,3.0
SOL-02148,2025-11-24,Bolívar,Urbano,Computador,Digital,Primaria,3,915000,78.9,Rechazada,Gestor_07,5,2025-11-29,,16100,,0.0,0.0,1001000.0,
SOL-02149,2025-05-26,Magdalena,Rural,Internet,Digital,Secundaria,5,1244000,60.9,Aprobada,Gestor_09,6,2025-06-01,2025-06-05,12200,342500.0,0.0,0.0,1327000.0,5.0
SOL-02150,2025-05-15,Córdoba,Urbano,Internet,Digital,Secundaria,4,1060000,59.0,Rechazada,Gestor_14,5,2025-05-20,,18600,,1.0,,1218000.0,
SOL-02151,2026-06-10,Bolívar,Urbano,Internet,Presencial,Tecnico,6,1206000,53.2,Aprobada,Gestor_13,13,2026-06-23,2026-06-26,32800,353300.0,1.0,,1337000.0,4.0
SOL-02152,2025-01-17,Atlántico,Rural,Biblioteca_digital,Presencial,Primaria,4,654000,75.1,Rechazada,Gestor_05,12,2025-01-29,,36600,,0.0,0.0,,
SOL-02153,2025-03-25,La Guajira,Urbano,Plan_movil,Digital,Universitario,3,1415000,34.2,Aprobada,Gestor_14,1,2025-03-26,2025-03-29,21700,266600.0,0.0,,1647000.0,5.0
SOL-02154,2025-02-27,Córdoba,Rural,Internet,Presencial,Tecnico,5,1374000,26.4,Rechazada,Gestor_01,13,2025-03-12,,26100,,1.0,0.0,1397000.0,
SOL-02155,2025-07-11,Atlántico,Urbano,Internet,Digital,Secundaria,2,1000000,50.6,Rechazada,Gestor_05,7,2025-07-18,,18100,,0.0,0.0,1075000.0,
SOL-02156,2026-04-06,Bolívar,Urbano,Plan_movil,Presencial,Tecnico,8,1168000,52.8,Aprobada,Gestor_06,14,2026-04-20,2026-04-22,27700,273900.0,1.0,1.0,1361000.0,5.0
SOL-02157,2026-02-17,Atlántico,Rural,Plan_movil,Presencial,Secundaria,7,1146000,54.7,Rechazada,Gestor_14,5,2026-02-22,,34600,,0.0,0.0,1226000.0,
SOL-02158,2025-08-20,Bolívar,Urbano,Computador,Presencial,Secundaria,5,1199000,48.8,Aprobada,Gestor_11,9,2025-08-29,2025-09-06,33800,1040600.0,0.0,0.0,1400000.0,4.0
SOL-02159,2025-10-27,Magdalena,Urbano,Internet,Presencial,Secundaria,3,1223000,65.1,Aprobada,Gestor_02,15,2025-11-11,2025-11-11,28200,278700.0,0.0,0.0,1483000.0,3.0
SOL-02160,2026-04-13,Sucre,Rural,Internet,Digital,Secundaria,2,976000,60.0,Aprobada,Gestor_08,5,2026-04-18,2026-04-21,16500,388100.0,0.0,0.0,1122000.0,4.0
SOL-02161,2025-10-31,  La Guajira  ,Urbano,Plan_movil,Presencial,Tecnico,4,1353000,41.7,Rechazada,Gestor_13,24,2025-11-24,,39600,,1.0,0.0,1393000.0,
SOL-02162,2026-04-28,La Guajira,Urbano,Plan_movil,Digital,Secundaria,6,955000,72.1,Aprobada,Gestor_02,8,2026-05-06,2026-05-06,15600,264300.0,0.0,0.0,,4.0
SOL-02163,2025-07-24,Bolívar,Urbano,Beca,Presencial,Secundaria,6,953000,70.7,Rechazada,Gestor_15,10,2025-08-03,,35000,,0.0,0.0,963000.0,
SOL-02164,2025-05-27,Córdoba,Rural,Beca,Presencial,Secundaria,8,1052000,58.5,Rechazada,Gestor_14,16,2025-06-12,,34000,,0.0,,,
SOL-02165,2026-05-11,Magdalena,Rural,Plan_movil,Digital,Tecnico,5,1266000,50.8,Rechazada,Gestor_09,5,2026-05-16,,21800,,,,1407000.0,
SOL-02166,2025-12-27,Norte de Santander,Rural,Plan_movil,Presencial,Primaria,4,995000,57.1,Aprobada,Gestor_14,18,2026-01-14,2026-01-18,35400,233000.0,1.0,0.0,1248000.0,4.0
SOL-02167,2025-02-10,La Guajira,Urbano,Internet,Digital,Tecnico,8,1228000,53.7,Rechazada,Gestor_13,5,2025-02-15,,16900,,0.0,0.0,1359000.0,
SOL-02168,2025-03-20,Atlántico,Rural,Plan_movil,Digital,Secundaria,7,1326000,51.3,Aprobada,Gestor_02,4,2025-03-24,2025-03-26,15000,189300.0,1.0,0.0,1540000.0,5.0
SOL-02169,2026-05-08,La Guajira,Urbano,Biblioteca_digital,Digital,Secundaria,7,904000,48.4,Aprobada,Gestor_03,1,2026-05-09,2026-05-10,8700,45400.0,0.0,,1033000.0,5.0
SOL-02170,2026-02-09,Bolívar,Urbano,Computador,Presencial,Primaria,8,1094000,60.7,Aprobada,Gestor_08,19,2026-02-28,2026-03-24,29000,883500.0,1.0,1.0,1264000.0,3.0
SOL-02171,2026-04-25,La Guajira,Urbano,Biblioteca_digital,Digital,Secundaria,3,1124000,45.1,Rechazada,Gestor_11,9,2026-05-04,,17500,,1.0,0.0,,
SOL-02172,2026-03-24,Atlántico,Rural,Computador,Digital,Tecnico,6,1250000,53.6,Aprobada,Gestor_06,7,2026-03-31,2026-04-15,20100,984200.0,,0.0,1350000.0,4.0
SOL-02173,2025-09-22,Atlántico,Rural,Internet,Presencial,Secundaria,4,1059000,65.0,Rechazada,Gestor_01,8,2025-09-30,,28800,,0.0,0.0,1038000.0,
SOL-02174,2025-08-26,Córdoba,Urbano,Plan_movil,Digital,Tecnico,5,1472000,38.9,Aprobada,Gestor_15,4,2025-08-30,2025-09-01,13800,227200.0,1.0,1.0,1681000.0,5.0
SOL-02175,2026-05-28,Bolívar,Urbano,Computador,Presencial,Primaria,2,677000,81.8,Aprobada,Gestor_04,18,2026-06-15,2026-06-18,45500,1003400.0,,1.0,715000.0,4.0
SOL-02176,2025-11-15,CÃ³rdoba,Rural,Beca,Presencial,Secundaria,5,1020000,55.2,Aprobada,Gestor_05,19,2025-12-04,2025-12-06,26200,1933500.0,1.0,0.0,1083000.0,4.0
SOL-02177,2025-04-19,BolÃ­var,Urbano,Beca,Presencial,Universitario,5,1629000,32.6,Aprobada,Gestor_14,10,2025-04-29,2025-05-03,31400,2273600.0,1.0,0.0,,4.0
SOL-02178,2025-12-11,La Guajira,Rural,Internet,Digital,Tecnico,4,1099000,41.1,Rechazada,Gestor_11,10,2025-12-21,,15000,,1.0,0.0,1252000.0,
SOL-02179,2026-01-08,La Guajira,Urbano,Computador,Digital,Primaria,6,851000,74.0,Aprobada,Gestor_03,8,2026-01-16,2026-01-30,13600,907300.0,1.0,0.0,1080000.0,4.0
SOL-02180,2025-06-02,Cesar,Urbano,Biblioteca_digital,Presencial,Secundaria,4,1014000,52.7,Aprobada,Gestor_01,17,2025-06-19,2025-06-21,28900,51000.0,1.0,1.0,1150000.0,4.0
SOL-02181,2025-10-17,Bolívar,Urbano,Computador,Presencial,Primaria,2,735000,68.9,Aprobada,Gestor_03,9,2025-10-26,2025-11-02,38700,714300.0,1.0,0.0,837000.0,3.0
SOL-02182,2025-12-17,Atlántico,Urbano,Biblioteca_digital,Digital,Secundaria,8,818000,64.4,Rechazada,Gestor_13,4,2025-12-21,,14000,,1.0,0.0,,
SOL-02183,2026-03-17,Atlántico,Rural,Computador,Presencial,Tecnico,4,1412000,50.6,Aprobada,Gestor_09,9,2026-03-26,2026-04-13,37100,1079700.0,0.0,1.0,1486000.0,4.0
SOL-02184,2025-06-15,Bolívar,Urbano,Beca,Presencial,Tecnico,3,1374000,41.7,Rechazada,Gestor_02,13,2025-06-28,,48200,,0.0,0.0,,
SOL-02185,2026-01-10,La Guajira,Rural,Computador,Digital,Primaria,5,822000,62.8,Aprobada,Gestor_01,2,2026-01-12,2026-02-04,15900,960500.0,1.0,0.0,1080000.0,5.0
SOL-02186,2025-05-16,Norte de Santander,Urbano,Biblioteca_digital,Digital,Universitario,6,1427000,49.8,Aprobada,Gestor_07,11,2025-05-27,2025-05-29,20700,50100.0,1.0,0.0,,4.0
SOL-02187,2025-12-20,Córdoba,Urbano,Plan_movil,Presencial,Secundaria,7,924000,60.3,Aprobada,Gestor_13,12,2026-01-01,2026-01-04,35000,231500.0,1.0,0.0,,3.0
SOL-02188,2025-04-06,Sucre,Urbano,Beca,Presencial,Secundaria,2,995000,62.5,Aprobada,Gestor_07,20,2025-04-26,2025-04-30,41400,2745400.0,1.0,0.0,1120000.0,4.0
SOL-02189,2025-06-10,Sucre,Urbano,Computador,Digital,Secundaria,7,1121000,49.9,Rechazada,Gestor_05,7,2025-06-17,,13500,,1.0,0.0,1144000.0,
SOL-02190,2025-08-16,La Guajira,Rural,Computador,Digital,Secundaria,5,1041000,69.7,Aprobada,Gestor_02,6,2025-08-22,2025-09-07,12200,866800.0,1.0,0.0,,3.0
SOL-02191,2025-06-04,Bolívar,Urbano,Plan_movil,Presencial,Secundaria,4,1083000,70.9,Aprobada,Gestor_14,9,2025-06-13,2025-06-16,30100,275300.0,1.0,1.0,1258000.0,3.0
SOL-02192,2025-11-12,Córdoba,Urbano,Computador,Presencial,Secundaria,7,901000,46.3,Rechazada,Gestor_01,8,2025-11-20,,37700,,0.0,0.0,784000.0,
SOL-02193,2025-07-24,La Guajira,Urbano,Internet,Presencial,Secundaria,3,1154000,59.2,Aprobada,Gestor_13,13,2025-08-06,2025-08-07,29100,347000.0,1.0,0.0,1369000.0,4.0
SOL-02194,2025-07-10,Cesar,Urbano,Internet,Presencial,Primaria,4,600000,73.6,Rechazada,Gestor_05,11,2025-07-21,,43500,,1.0,1.0,576000.0,
SOL-02195,2026-01-06,Atlántico,Urbano,Biblioteca_digital,Digital,Tecnico,5,1280000,64.1,Aprobada,Gestor_10,13,2026-01-19,2026-01-20,16000,62000.0,1.0,0.0,1529000.0,4.0
SOL-02196,2026-01-11,Magdalena,Rural,Plan_movil,Presencial,Secundaria,7,989000,71.5,Rechazada,Gestor_04,14,2026-01-25,,22600,,1.0,0.0,1032000.0,
SOL-02197,2026-02-28,Magdalena,Urbano,Computador,Digital,Primaria,8,1083000,63.4,Aprobada,Gestor_09,2,2026-03-02,2026-03-07,13800,871100.0,,0.0,1242000.0,3.0
SOL-02198,2025-07-03,Córdoba,Urbano,Biblioteca_digital,Digital,Tecnico,2,1264000,39.2,Aprobada,Gestor_05,11,2025-07-14,2025-07-15,8200,55800.0,1.0,1.0,,4.0
